	mean_dice	mean_hd95
0	0.766831277658657	34.17922149060734
1	0.7603629913474705	33.96113134498304
2	0.7966345193677689	27.586105084760415
3	0.7906564806491877	22.621477838271286
4	0.8003864672200439	24.732815905915047
5	0.7962707913417492	29.93279287440756
6	0.8036391973416287	22.867475740740176
7	0.815517966658208	22.465048755659826
8	0.8118438872136111	20.959505379135273
9	0.8038330327092311	18.715823147848102
10	0.8072222951135545	26.331385300399518
11	0.818132248695597	19.35225409221693
12	0.813629171055382	20.734151806500947
